1991 10 13    159.486    178.793    349.757    353.212      3.504
1991 10 14    156.956    167.013    335.269    338.666      3.440
1991 10 15    154.284    174.269    339.677    343.018      3.382
1991 10 16    152.085    177.171    340.207    343.491      3.324
1991 10 17    150.213    178.313    339.307    342.544      3.265
1991 10 18    148.543    178.311    337.467    340.648      3.212
1991 10 19    147.015    176.482    333.949    337.080      3.159
1991 10 20    145.014    160.315    315.625    318.706      3.106
1991 10 21    142.626    151.061    303.823    306.857      3.053
1991 10 22    140.099    159.695    309.784    312.776      3.006
1991 10 23    138.037    162.220    310.107    313.051      2.958
1991 10 24    136.270    161.364    307.334    310.233      2.910
1991 10 25    134.701    158.768    303.036    305.893      2.863
1991 10 26    133.277    154.798    297.504    300.317      2.820
1991 10 27    131.402    137.041    277.737    280.511      2.778
1991 10 28    129.146    126.544    264.854    267.588      2.735
1991 10 29    126.795    134.249    270.087    272.783      2.693
1991 10 30    125.078    137.317    271.310    273.967      2.650
1991 10 31    123.790    137.473    270.051    272.669      2.613
1991 11 01    122.681    136.033    267.385    269.970      2.576
1991 11 02    121.679    131.759    261.995    264.542      2.534
1991 11 03    120.209    116.443    245.095    247.606      2.497
1991 11 04    118.511    109.629    236.476    239.160      2.465
1991 11 05    117.673    121.118    247.025    249.802      2.433
1991 11 06    118.364    129.361    256.195    259.429      2.555
1991 11 07    120.215    135.126    263.930    267.096      2.629
1991 11 08    123.254    141.756    273.491    276.318      2.571
1991 11 09    126.632    148.090    283.078    285.841      2.529
1991 11 10    129.728    142.538    280.616    283.563      2.513
1991 11 11    134.186    151.889    306.255    311.416      5.359
1991 11 12    140.327    183.226    352.028    357.327      7.336
1991 11 13    147.857    210.270    389.037    395.178      8.778
1991 11 14    154.338    226.369    420.289    426.093     12.759
1991 11 15    159.214    233.688    441.997    446.676     17.281
1991 11 16    162.613    232.989    439.987    444.315     16.173
1991 11 17    164.239    218.087    420.066    424.291     14.164
1991 11 18    164.312    204.995    395.501    399.616      9.695
1991 11 19    167.525    210.673    418.878    436.380     12.558
1991 11 20    182.195    243.212    475.642    497.836     14.673
1991 11 21    197.659    272.763    504.142    514.811     10.188
1991 11 22    211.672    278.890    514.114    520.834      7.416
1991 11 23    222.712    270.527    512.243    518.266      5.926
1991 11 24    229.648    252.879    500.922    506.855      5.714
1991 11 25    232.998    236.038    487.132    492.996      5.624
1991 11 26    233.631    231.219    482.571    488.291      5.508
1991 11 27    232.884    219.704    472.316    479.058      6.229
1991 11 28    231.311    207.807    457.930    464.347      5.916
1991 11 29    231.309    202.450    474.964    483.097     13.809
1991 11 30    230.827    201.006    539.525    549.660     37.610
1991 12 01    257.288    249.411    760.328    790.217     85.986
1991 12 02    278.893    301.606    795.748    835.407     69.516
1991 12 03    270.196    321.897    732.462    757.179     43.176
1991 12 04    267.078    338.623    720.436    738.197     35.919
1991 12 05    280.953    350.268    753.157    776.002     40.091
1991 12 06    289.643    344.652    786.485    818.435     55.146
1991 12 07    289.287    335.638    783.233    816.605     56.264
1991 12 08    281.779    305.548    698.010    719.169     37.615
1991 12 09    268.233    274.876    621.821    635.270     28.052
1991 12 10    258.574    263.787    577.641    590.000     20.403
1991 12 11    252.762    250.379    543.791    555.731     14.408
1991 12 12    248.691    236.310    517.686    529.212     10.337
1991 12 13    244.927    223.398    498.551    509.688      8.943
1991 12 14    241.390    212.852    484.106    495.162      8.847
1991 12 15    237.618    192.989    460.517    471.738      8.826
1991 12 16    233.196    179.500    442.270    453.095      8.725
1991 12 17    228.601    180.783    439.247    453.112      8.762
1991 12 18    224.759    179.544    437.040    453.369      9.695
1991 12 19    221.226    179.055    435.314    449.255     10.443
1991 12 20    219.435    182.200    442.888    455.750     12.796
1991 12 21    222.075    195.064    480.867    497.358     20.864
1991 12 22    230.194    209.735    530.878    555.636     29.001
1991 12 23    233.211    217.080    546.174    571.341     30.141
1991 12 24    225.038    220.159    517.129    533.768     23.563
1991 12 25    219.241    220.682    492.852    506.185     17.408
1991 12 26    218.375    217.689    481.489    495.758     14.005
1991 12 27    219.676    212.696    478.523    496.614     13.454
1991 12 28    219.904    207.121    471.362    489.102     12.632
1991 12 29    217.777    195.602    451.747    465.900     10.893
1991 12 30    215.166    185.980    436.314    449.615     10.088
1991 12 31    212.444    188.902    435.309    448.197      9.791
1992 01 01    210.056    187.710    430.853    443.359      9.536
1992 01 02    207.801    181.364    421.405    433.543      9.287
1992 01 03    205.564    174.672    411.660    423.422      9.049
1992 01 04    203.304    169.602    403.542    414.946      8.821
1992 01 05    200.385    159.604    389.924    401.167      8.609
1992 01 06    196.960    152.637    378.954    390.008      8.439
1992 01 07    193.267    158.367    380.369    391.146      8.259
1992 01 08    189.772    159.556    377.382    387.837      8.057
1992 01 09    186.434    153.306    367.148    377.298      7.872
1992 01 10    183.198    148.965    358.949    368.802      7.692
1992 01 11    180.043    145.530    351.761    361.328      7.517
1992 01 12    176.555    136.854    339.017    348.309      7.347
1992 01 13    172.806    130.627    328.479    337.509      7.183
1992 01 14    169.187    137.354    331.258    340.237      7.077
1992 01 15    166.085    138.526    329.112    338.424      6.981
1992 01 16    163.547    138.406    327.215    340.714      7.061
1992 01 17    205.862    245.136    561.949    643.231     25.927
1992 01 18    312.125    650.221   1259.993   1472.408     69.474
1992 01 19    342.669    593.477   1147.523   1255.787     52.108
1992 01 20    289.650    482.264    904.536    954.846     33.899
1992 01 21    241.592    447.319    782.752    807.001     24.967
1992 01 22    215.500    403.129    683.283    697.884     17.816
1992 01 23    203.593    364.261    611.611    625.381     12.250
1992 01 24    199.692    325.189    558.003    571.332      9.213
1992 01 25    197.630    289.075    518.520    531.462      8.715
1992 01 26    194.766    247.224    473.134    485.712      8.529
1992 01 27    191.258    217.503    439.156    451.352      8.322
1992 01 28    187.968    207.951    425.683    437.518      8.142
1992 01 29    186.282    199.657    416.220    427.805      8.238
1992 01 30    183.509    193.123    406.619    417.962      8.137
1992 01 31    179.684    186.805    395.636    406.686      7.941
1992 02 01    176.560    180.878    385.929    396.675      7.766
1992 02 02    173.122    164.256    365.209    375.643      7.591
1992 02 03    169.451    153.494    350.147    360.284      7.416
1992 02 04    165.713    156.921    349.235    359.087      7.252
1992 02 05    162.337    156.817    345.257    354.875      7.109
1992 02 06    159.469    155.642    340.803    350.239      6.981
1992 02 07    156.618    154.012    336.177    345.548      6.849
1992 02 08    170.381    169.985    380.413    393.781     10.538
1992 02 09    194.494    187.979    445.209    463.915     16.618
1992 02 10    196.190    194.132    455.469    474.329     18.044
1992 02 11    186.949    197.723    450.555    467.506     19.926
1992 02 12    179.173    201.927    444.976    461.853     19.497
1992 02 13    187.735    224.296    491.757    513.531     24.623
1992 02 14    195.225    230.475    507.698    531.073     25.026
1992 02 15    236.401    297.073    657.590    701.101     38.267
1992 02 16    299.542    483.321    937.753   1012.474     46.277
1992 02 17    296.537    428.556    842.504    898.106     36.396
1992 02 18    251.466    342.801    678.415    709.180     27.448
1992 02 19    215.705    285.706    562.026    580.922     20.493
1992 02 20    197.260    247.041    490.626    506.662     15.378
1992 02 21    190.516    227.246    457.841    473.369     12.219
1992 02 22    186.593    213.399    436.911    451.960     10.390
